Date,StockA,StockB,StockC,StockD
2012-03-12,28.0,10.25,41.2,64.7
2012-03-19,28.45,10.0,41.9,66.4
2012-03-26,28.9,9.75,41.1,65.1
2012-04-02,28.35,9.5,41.8,66.8
2012-04-09,28.8,9.25,41.0,65.5
2012-04-16,29.25,9.0,41.7,67.2
2012-04-23,29.7,8.75,40.9,65.9
2012-04-30,29.15,8.5,41.6,67.6
2012-05-07,29.6,8.25,40.8,66.3
2012-05-14,30.05,8.0,41.5,68.0
2012-05-21,30.5,7.75,40.7,66.7
2012-05-28,29.95,7.5,41.4,68.4
2012-06-04,30.4,7.25,40.6,67.1
2012-06-11,30.85,7.0,41.3,68.8
2012-06-18,31.3,6.75,40.5,67.5
2012-06-25,30.75,6.5,41.2,69.2
...,,,,
2025-11-10,105.2,45.75,78.9,135.5
2025-11-17,105.65,45.5,79.6,134.2
2025-11-24,106.1,45.25,80.3,132.9
2025-12-01,106.55,45.0,79.5,134.6
2025-12-08,107.0,44.75,80.2,133.3
2025-12-15,106.45,44.5,79.4,135.0
2025-12-22,106.9,44.25,80.1,133.7
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2025-12-29,107.35,44.0,79.3,135.4
2012-01-02,25.5,12.75,45.2,60.8
2012-01-09,25.75,12.6,45.9,61.2
2012-01-16,25.2,12.9,44.8,60.5
2012-01-23,26.1,12.5,46.5,61.9
2012-01-30,25.8,13.1,45.5,60.1
2012-02-06,26.5,12.8,47.2,62.5
2012-02-13,25.9,13.3,46.1,61.0
2012-02-20,26.2,12.6,47.8,63.0
2012-02-27,25.6,13.5,45.7,60.7
2012-03-05,26.9,12.9,48.4,63.8
2012-03-12,25.4,13.7,46.3,61.5
2012-03-19,27.2,12.4,49.0,64.5
2012-03-26,25.1,13.9,46.9,62.2
2012-04-02,27.8,12.7,49.7,65.1
2012-04-09,24.9,14.1,47.5,62.8
2012-04-16,28.4,12.2,50.3,65.9
2012-04-23,24.7,14.4,48.1,63.5
2012-04-30,29.1,11.9,51.0,66.6
...,,,,
2024-12-02,125.5,62.75,226.0,304.0
2024-12-09,126.75,62.6,229.5,306.0
2024-12-16,125.2,62.9,224.0,302.5
2024-12-23,127.1,62.5,232.5,309.5
2024-12-30,125.8,63.1,227.5,301.0
2025-01-06,128.5,62.8,236.0,312.5
2025-01-13,126.9,63.3,230.5,305.0
2025-01-20,127.2,62.6,239.0,315.0
2025-01-27,125.6,63.5,228.5,303.5
2025-02-03,129.9,62.9,242.5,318.5
2025-02-10,125.4,63.7,231.5,307.5
2025-02-17,130.2,62.4,245.0,321.5
2025-02-24,125.1,63.9,233.5,310.0
2025-03-03,131.8,62.7,248.5,324.5
2025-03-10,124.9,64.1,235.5,312.5
2025-03-17,132.4,62.2,251.0,327.5
2025-03-24,124.7,64.4,237.5,315.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2025-03-31,133.1,61.9,254.5,330.0
2012-01-02,25.5,12.75,45.2,67.8
2012-01-09,25.75,12.6,45.9,67.2
2012-01-16,26.1,12.85,45.5,67.9
2012-01-23,25.9,12.5,46.2,67.1
2012-01-30,26.3,12.9,45.8,68.2
2012-02-06,26.6,12.7,46.5,67.5
2012-02-13,26.4,13.0,46.1,68.8
2012-02-20,26.8,12.8,46.8,68.1
2012-02-27,26.2,13.1,46.4,69.4
2012-03-05,26.9,12.95,47.1,68.7
2012-03-12,27.2,12.65,46.7,69.1
2012-03-19,27.5,13.2,47.4,68.4
2012-03-26,27.0,13.05,47.0,70.0
2012-04-02,27.7,12.85,47.7,69.3
2012-04-09,27.4,13.3,47.3,70.6
2012-04-16,28.0,13.15,48.0,69.9
2012-04-23,27.8,12.95,47.6,71.2
2012-04-30,28.3,13.4,48.3,70.5
...,,,,
2024-12-02,105.2,55.75,112.9,135.4
2024-12-09,105.9,55.4,113.6,134.8
2024-12-16,106.5,55.85,113.2,135.5
2024-12-23,106.1,55.5,113.9,134.7
2024-12-30,106.8,55.9,113.5,135.8
2025-01-06,107.4,55.7,114.2,135.1
2025-01-13,107.0,56.0,113.8,136.4
2025-01-20,107.7,55.8,114.5,135.7
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2025-01-27,107.3,56.1,114.1,137.0
2012-01-02,25.5,12.75,45.2,62.8
2012-01-09,25.75,12.6,45.9,63.2
2012-01-16,25.2,12.85,44.8,62.5
2012-01-23,26.1,12.5,46.5,63.9
2012-01-30,25.8,12.9,45.5,62.1
2012-02-06,26.5,12.4,47.2,64.5
2012-02-13,25.4,13.0,44.1,61.8
2012-02-20,26.9,12.3,47.9,65.2
2012-02-27,25.1,13.1,43.5,61.1
2012-03-05,27.3,12.2,48.6,65.9
2012-03-12,24.8,13.2,42.8,60.4
2012-03-19,27.7,12.1,49.3,66.6
2012-03-26,24.5,13.3,42.1,59.7
2012-04-02,28.1,12.0,50.0,67.3
2012-04-09,24.2,13.4,41.4,59.0
2012-04-16,28.5,11.9,50.7,68.0
2012-04-23,23.9,13.5,40.7,58.3
2012-04-30,28.9,11.8,51.4,68.7
2012-05-07,23.6,13.6,40.0,57.6
2012-05-14,29.3,11.7,52.1,69.4
2012-05-21,23.3,13.7,39.3,56.9
2012-05-28,29.7,11.6,52.8,70.1
...,,,,
2024-11-11,123.4,41.2,165.7,212.3
2024-11-18,121.8,41.8,163.2,210.1
2024-11-25,124.7,40.6,167.1,213.7
2024-12-02,120.5,42.4,161.8,208.7
2024-12-09,126.0,40.0,168.5,215.1
2024-12-16,119.2,43.0,160.4,207.3
2024-12-23,127.3,39.4,169.9,216.5
2024-12-30,117.9,43.6,159.0,205.9
2025-01-06,128.6,38.8,171.3,217.9
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
2025-01-13,116.6,44.2,157.6,204.5
